"BehaviorSpace results (NetLogo 6.0.4)"
"Sugarscape 1 Immediate Growback.nlogo"
"CW2"
"02/11/2019 11:56:07:966 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","visualization","initial-population","[step]","count turtles","mean [vision] of turtles","mean [metabolism] of turtles"
"7","color-agents-by-metabolism","50","21","34","3.764705882352941","1.9705882352941178"
"5","color-agents-by-metabolism","50","27","33","3.8181818181818183","1.878787878787879"
"3","color-agents-by-metabolism","50","40","36","3.5555555555555554","1.9444444444444444"
"2","color-agents-by-metabolism","50","28","37","3.3783783783783785","1.945945945945946"
"4","color-agents-by-metabolism","50","26","36","3.888888888888889","2.2222222222222223"
"1","color-agents-by-metabolism","50","43","30","3.7","2.2666666666666666"
"7","color-agents-by-metabolism","50","22","32","3.84375","1.9375"
"8","color-agents-by-metabolism","50","42","31","3.5161290322580645","2"
"2","color-agents-by-metabolism","50","29","37","3.3783783783783785","1.945945945945946"
"1","color-agents-by-metabolism","50","44","30","3.7","2.2666666666666666"
"7","color-agents-by-metabolism","50","23","32","3.84375","1.9375"
"6","color-agents-by-metabolism","50","28","32","3.9375","2.0625"
"2","color-agents-by-metabolism","50","30","37","3.3783783783783785","1.945945945945946"
"1","color-agents-by-metabolism","50","45","30","3.7","2.2666666666666666"
"7","color-agents-by-metabolism","50","24","32","3.84375","1.9375"
"6","color-agents-by-metabolism","50","29","32","3.9375","2.0625"
"8","color-agents-by-metabolism","50","43","31","3.5161290322580645","2"
"1","color-agents-by-metabolism","50","46","30","3.7","2.2666666666666666"
"2","color-agents-by-metabolism","50","31","37","3.3783783783783785","1.945945945945946"
"7","color-agents-by-metabolism","50","25","32","3.84375","1.9375"
"6","color-agents-by-metabolism","50","30","32","3.9375","2.0625"
"8","color-agents-by-metabolism","50","44","31","3.5161290322580645","2"
"7","color-agents-by-metabolism","50","26","32","3.84375","1.9375"
"3","color-agents-by-metabolism","50","41","36","3.5555555555555554","1.9444444444444444"
"6","color-agents-by-metabolism","50","31","32","3.9375","2.0625"
"1","color-agents-by-metabolism","50","47","30","3.7","2.2666666666666666"
"8","color-agents-by-metabolism","50","45","31","3.5161290322580645","2"
"7","color-agents-by-metabolism","50","27","32","3.84375","1.9375"
"6","color-agents-by-metabolism","50","32","32","3.9375","2.0625"
"1","color-agents-by-metabolism","50","48","30","3.7","2.2666666666666666"
"8","color-agents-by-metabolism","50","46","31","3.5161290322580645","2"
"7","color-agents-by-metabolism","50","28","32","3.84375","1.9375"
"1","color-agents-by-metabolism","50","49","30","3.7","2.2666666666666666"
"6","color-agents-by-metabolism","50","33","32","3.9375","2.0625"
"8","color-agents-by-metabolism","50","47","31","3.5161290322580645","2"
"7","color-agents-by-metabolism","50","29","32","3.84375","1.9375"
"1","color-agents-by-metabolism","50","50","30","3.7","2.2666666666666666"
"6","color-agents-by-metabolism","50","34","32","3.9375","2.0625"
"7","color-agents-by-metabolism","50","30","32","3.84375","1.9375"
"8","color-agents-by-metabolism","50","48","31","3.5161290322580645","2"
"1","color-agents-by-metabolism","50","51","30","3.7","2.2666666666666666"
"6","color-agents-by-metabolism","50","35","32","3.9375","2.0625"
"3","color-agents-by-metabolism","50","42","36","3.5555555555555554","1.9444444444444444"
"8","color-agents-by-metabolism","50","49","31","3.5161290322580645","2"
"1","color-agents-by-metabolism","50","52","30","3.7","2.2666666666666666"
"4","color-agents-by-metabolism","50","27","36","3.888888888888889","2.2222222222222223"
"6","color-agents-by-metabolism","50","36","32","3.9375","2.0625"
"3","color-agents-by-metabolism","50","43","36","3.5555555555555554","1.9444444444444444"
"1","color-agents-by-metabolism","50","53","30","3.7","2.2666666666666666"
"8","color-agents-by-metabolism","50","50","31","3.5161290322580645","2"
"4","color-agents-by-metabolism","50","28","36","3.888888888888889","2.2222222222222223"
"6","color-agents-by-metabolism","50","37","32","3.9375","2.0625"
"1","color-agents-by-metabolism","50","54","30","3.7","2.2666666666666666"
"8","color-agents-by-metabolism","50","51","31","3.5161290322580645","2"
"6","color-agents-by-metabolism","50","38","32","3.9375","2.0625"
"4","color-agents-by-metabolism","50","29","36","3.888888888888889","2.2222222222222223"
"3","color-agents-by-metabolism","50","44","36","3.5555555555555554","1.9444444444444444"
"1","color-agents-by-metabolism","50","55","30","3.7","2.2666666666666666"
"8","color-agents-by-metabolism","50","52","31","3.5161290322580645","2"
"6","color-agents-by-metabolism","50","39","32","3.9375","2.0625"
"4","color-agents-by-metabolism","50","30","36","3.888888888888889","2.2222222222222223"
